problem,sentence,solutions,fullname,pred,certainty
374,I don’t want to _ from the bed.,rise,pohybova-slovesa-3-uroven,rise,4.940966486930847
374,Did you _ any food?,bring,pohybova-slovesa-3-uroven,bring,4.940966486930847
374,Will you _ home soon?,come,pohybova-slovesa-3-uroven,come,4.940966486930847
374,They are going to _ tennis.,play,pohybova-slovesa-3-uroven,play,4.940966486930847
375,You might _ if you keep running around the pool.,slip,pohybova-slovesa-3-uroven,slip,5.136240184307098
375,"The child can hardly _ , let alone walk.",crawl,pohybova-slovesa-3-uroven,crawl,5.136240184307098
375,He can _ really well.,skate,pohybova-slovesa-3-uroven,skate,5.136240184307098
375,She should _ seeing him.,stop,pohybova-slovesa-3-uroven,stop,5.136240184307098
376,Grab the rope and _ down.,swing,pohybova-slovesa-3-uroven,swing,4.06256839632988
376,Does your head _ ?,spin,pohybova-slovesa-3-uroven,spin,4.06256839632988
376,Do you want to _ somewhere?,sit,pohybova-slovesa-3-uroven,run,4.06256839632988
376,My legs hurt. I don’t want to _ .,run,pohybova-slovesa-3-uroven,sit,4.06256839632988
377,He’s trying to _ her on the shoulder.,tap,pohybova-slovesa-3-uroven,tap,5.728185594081879
377,How many balls can you _ ?,juggle,pohybova-slovesa-3-uroven,juggle,5.728185594081879
377,Could you _ me the keys?,throw,pohybova-slovesa-3-uroven,throw,5.728185594081879
377,I want to learn how to _ on high seas.,sail,pohybova-slovesa-3-uroven,sail,5.728185594081879
378,"If you _ here, you’ll find a treasure.",dig,pohybova-slovesa-3-uroven,dig,4.824528813362122
378,I am going to _ myself in this blanket.,wrap,pohybova-slovesa-3-uroven,wrap,4.824528813362122
378,The TV is going to turn on if you _ .,clap,pohybova-slovesa-3-uroven,clap,4.824528813362122
378,"Will you _ me the salt, please?",pass,pohybova-slovesa-3-uroven,pass,4.824528813362122
379,Children often _ their thumbs.,suck,pohybova-slovesa-3-uroven,suck,4.848506331443787
379,I find it hard to _ that many stairs.,climb,pohybova-slovesa-3-uroven,climb,4.848506331443787
379,We are going to _ in a helicopter.,fly,pohybova-slovesa-3-uroven,fly,4.848506331443787
379,It will _ if you wear it.,stretch,pohybova-slovesa-3-uroven,stretch,4.848506331443787
380,Did you _ yourself by contract?,bind,pohybova-slovesa-3-uroven,bind,5.3000065088272095
380,She wants to _ with my brother.,dance,pohybova-slovesa-3-uroven,shoot,5.3000065088272095
380,I found these keys. Did you _ them?,drop,pohybova-slovesa-3-uroven,drop,5.3000065088272095
380,Can you _ well?,shoot,pohybova-slovesa-3-uroven,dance,5.3000065088272095
381,They are going to _ the prisoners.,release,pohybova-slovesa-3-uroven,release,4.405921518802643
381,I will help you _ these letters.,sort,pohybova-slovesa-3-uroven,sort,4.405921518802643
381,Make sure to _ again.,come,pohybova-slovesa-3-uroven,come,4.405921518802643
381,Will you help me _ for the lost dog?,search,pohybova-slovesa-3-uroven,search,4.405921518802643
383,A _ is eaten before the main dish.,soup,potraviny-2-uroven,soup,4.171423465013504
383,Would you like some _ juice?,orange,potraviny-2-uroven,orange,4.171423465013504
383,"I won’t eat that _ , I don’t like meat.",burger,potraviny-2-uroven,burger,4.171423465013504
383,We bought a kilo of _ .,potatoes,potraviny-2-uroven,potatoes,4.171423465013504
384,It’s noon. Let’s have _ .,lunch,potraviny-2-uroven,lunch,4.77312171459198
384,These _ are a bit dry.,biscuits,potraviny-2-uroven,biscuits,4.77312171459198
384,"I’m on a diet, so I can only eat _ meat.",chicken,potraviny-2-uroven,chicken,4.77312171459198
384,Do you prefer your meat _ ?,grilled,potraviny-2-uroven,grilled,4.77312171459198
385,This _ is from our chicken.,egg,potraviny-2-uroven,egg,5.696738541126251
385,I don’t want to _ anything.,eat,potraviny-2-uroven,eat,5.696738541126251
385,She baked a _ yesterday.,cake,potraviny-2-uroven,cake,5.696738541126251
385,The _ at that restaurant is very expensive.,menu,potraviny-2-uroven,menu,5.696738541126251
386,Do you have a _ of water?,bottle,potraviny-2-uroven,bottle,5.228457927703857
386,"If you want something healthy, get a _ .",salad,potraviny-2-uroven,salad,5.228457927703857
386,This apple is so _ .,sweet,potraviny-2-uroven,sweet,5.228457927703857
386,Does she put _ in her coffee?,cream,potraviny-2-uroven,cream,5.228457927703857
387,Many _ are sweet and healthy.,fruits,potraviny-2-uroven,fruits,5.526982516050339
387,He caught this _ yesterday.,fish,potraviny-2-uroven,fish,5.526982516050339
387,Some children don’t like eating _ .,vegetables,potraviny-2-uroven,vegetables,5.526982516050339
387,They invited me to _ at this new restaurant.,dinner,potraviny-2-uroven,dinner,5.526982516050339
388,My favourite _ flavour is chocolate.,ice cream,potraviny-2-uroven,ice cream,5.859197437763214
388,You can have an _ for breakfast.,omelette,potraviny-2-uroven,omelette,5.859197437763214
388,We can have _ together in the evening.,supper,potraviny-2-uroven,supper,5.859197437763214
388,"I can’t eat _ , it’s made from milk.",butter,potraviny-2-uroven,butter,5.859197437763214
389,We are going to make _ from these potatoes.,chips,potraviny-2-uroven,chips,4.329588234424591
389,People eat a lot of _ in Asia.,rice,potraviny-2-uroven,rice,4.329588234424591
389,I cook _ when I don’t have much time.,pasta,potraviny-2-uroven,pasta,4.329588234424591
389,Did you _ this cake yourself?,bake,potraviny-2-uroven,bake,4.329588234424591
390,Is that _ from strawberries or peaches?,jam,potraviny-2-uroven,jam,4.486625373363495
390,This _ is sweet and very juicy.,melon,potraviny-2-uroven,melon,4.486625373363495
390,"He’s a vegetarian, he doesn’t eat _ .",meat,potraviny-2-uroven,meat,4.486625373363495
390,I’ll have a bottle of _ .,cola,potraviny-2-uroven,cola,4.486625373363495
391,Are you hungry? Do you want some _ ?,food,potraviny-2-uroven,food,4.787787079811096
391,These cows give the best _ .,milk,potraviny-2-uroven,milk,4.787787079811096
391,One of the most popular alcoholic drinks is _ .,beer,potraviny-2-uroven,beer,4.787787079811096
391,Put it in the _ .,fridge,potraviny-2-uroven,fridge,4.787787079811096
392,Using too much _ is not healthy.,oil,potraviny-2-uroven,oil,4.120261132717133
392,You can eat your _ after you finish this.,dessert,potraviny-2-uroven,dessert,4.120261132717133
392,Look how thinly is this _ sliced.,ham,potraviny-2-uroven,ham,4.120261132717133
392,I’m thirsty. I need to _ some water.,drink,potraviny-2-uroven,drink,4.120261132717133
393,Don’t drink that _ yet. It’s hot.,tea,potraviny-2-uroven,tea,3.1923868060112
393,I’m not very hungry. I will just have a small _ .,snack,potraviny-2-uroven,snack,3.1923868060112
393,We bought a _ for our Christmas dinner.,carp,potraviny-2-uroven,carp,3.1923868060112
393,The children shouldn’t eat so much _ .,sugar,potraviny-2-uroven,sugar,3.1923868060112
394,I love the smell of fresh-baked _ .,bread,potraviny-2-uroven,bread,3.764782667160034
394,Do you want to drink some cool _ ?,lemonade,potraviny-2-uroven,lemonade,3.764782667160034
394,I made you a _ you can take to work.,sandwich,potraviny-2-uroven,sandwich,3.764782667160034
394,He doesn’t want sugar. Do you have _ instead?,honey,potraviny-2-uroven,honey,3.764782667160034
395,She is fat because she eats _ all the time.,chocolate,potraviny-2-uroven,chocolate,3.6278122067451477
395,Children can’t drink _ .,wine,potraviny-2-uroven,wine,3.6278122067451477
395,The _ was ready when I woke up.,breakfast,potraviny-2-uroven,breakfast,3.6278122067451477
395,This drink is too _ to drink.,cold,potraviny-2-uroven,cold,3.6278122067451477
396,"If you drink that _ , you won’t fall asleep.",coffee,potraviny-2-uroven,coffee,4.467916786670685
396,That _ smells really bad.,cheese,potraviny-2-uroven,cheese,4.467916786670685
396,Don’t put too much _ in it.,salt,potraviny-2-uroven,salt,4.467916786670685
396,I can buy some _ for breakfast.,cereals,potraviny-2-uroven,cereals,4.467916786670685
397,That _ is made from our tomatoes.,ketchup,potraviny-2-uroven,ketchup,5.233228504657745
397,Let’s have _ in the park!,picnic,potraviny-2-uroven,picnic,5.233228504657745
397,I usually eat _ in the morning.,yogurt,potraviny-2-uroven,yogurt,5.233228504657745
397,I don’t have enough money to have a _ .,steak,potraviny-2-uroven,steak,5.233228504657745
398,Thanks to my parents my _ was perfect.,childhood,rodina-lide-3-uroven,childhood,4.884034037590027
398,My mother suspects my father of having a _ .,mistress,rodina-lide-3-uroven,mistress,4.884034037590027
398,My cousin is my mother's _ .,niece,rodina-lide-3-uroven,niece,4.884034037590027
398,"I never feel alone, I have got a lot of _ .",relatives,rodina-lide-3-uroven,relatives,4.884034037590027
399,Her and her boyfriend are a lovely _ .,couple,rodina-lide-3-uroven,couple,5.565062880516052
399,Our surname is very rare because our _ didn't have many offspring.,ancestors,rodina-lide-3-uroven,ancestors,5.565062880516052
399,"My uncle isn't married, he's a _ .",bachelor,rodina-lide-3-uroven,bachelor,5.565062880516052
399,My mum got divorced so we live with my _ .,stepfather,rodina-lide-3-uroven,stepfather,5.565062880516052
400,My son's wife is my _ .,daughter-in-law,rodina-lide-3-uroven,daughter-in-law,6.304219722747803
400,"I have to work in the evenings, so we need a _ to look after our daughter.",babysitter,rodina-lide-3-uroven,babysitter,6.304219722747803
400,The husband of our neighbour died so she is a _ .,widow,rodina-lide-3-uroven,widow,6.304219722747803
400,We got engaged! This is my _ .,fiancé,rodina-lide-3-uroven,fiancé,6.304219722747803
401,"After my parents got divorced, my father married Anna, so she is my _ .",stepmother,rodina-lide-3-uroven,stepmother,3.3876665234565735
401,How many _ have you got? A brother and a sister?,siblings,rodina-lide-3-uroven,siblings,3.3876665234565735
401,"Have you got a _ ? If not, my friend Katka is single, I could introduce you.",girlfriend,rodina-lide-3-uroven,girlfriend,3.3876665234565735
401,My aunt's son is my _ .,cousin,rodina-lide-3-uroven,cousin,3.3876665234565735
402,You are very important for our family. Will you be our son's _ ?,godfather,rodina-lide-3-uroven,godfather,4.077428638935089
402,My father's mother is my _ .,grandmother,rodina-lide-3-uroven,grandmother,4.077428638935089
402,"My sister cannot talk yet, she is a _ .",toddler,rodina-lide-3-uroven,toddler,4.077428638935089
402,My mother cheated on my father. She has had a _ for 2 years.,lover,rodina-lide-3-uroven,lover,4.077428638935089
403,"My _ with my mother is really good, I love her.",relationship,rodina-lide-3-uroven,relationship,5.732726037502289
403,My daughter's husband is my _ .,son-in-law,rodina-lide-3-uroven,son-in-law,5.732726037502289
403,My mother doesn't understand the emotional problems of _ .,adolescents,rodina-lide-3-uroven,adolescents,5.732726037502289
403,My cousins had an unhappy _ because their parents had a car accident.,childhood,rodina-lide-3-uroven,childhood,5.732726037502289
404,My husband's sister is my _ .,sister-in-law,rodina-lide-3-uroven,sister-in-law,5.500253915786743
404,Marek's sister came over on Saturday with all her _ .,offspring,rodina-lide-3-uroven,offspring,5.500253915786743
404,"The two brothers are identical, I think they are _ .",twins,rodina-lide-3-uroven,twins,5.500253915786743
404,This is very _ behaviour. You should try to be more responsible.,juvenile,rodina-lide-3-uroven,juvenile,5.500253915786743
405,"My daughter has just had a child, he is my _ .",grandson,rodina-lide-3-uroven,grandson,3.7945648431777954
405,I cannot sleep at nights because my _ is very loud.,roommate,rodina-lide-3-uroven,roommate,3.7945648431777954
405,"Even though they had a large family, the king still had no son and _ .",heir,rodina-lide-3-uroven,heir,3.7945648431777954
405,I promised the _ that we would be home by midnight so that she could go home.,babysitter,rodina-lide-3-uroven,babysitter,3.7945648431777954
406,Is this girl your friend or your _ ?,relative,rodina-lide-3-uroven,relative,4.407302498817444
406,My son's wife is my _ .,daughter-in-law,rodina-lide-3-uroven,daughter-in-law,4.407302498817444
406,A _ is a boy who has got a godparent.,godson,rodina-lide-3-uroven,godson,4.407302498817444
406,My sister's son is my _ .,nephew,rodina-lide-3-uroven,nephew,4.407302498817444
407,What do you know about their _ ? Were they warriors?,ancestors,rodina-lide-3-uroven,ancestors,5.841054797172546
407,My mother's new husband is my _ .,stepfather,rodina-lide-3-uroven,stepfather,5.841054797172546
407,Whose child is this newborn _ ?,infant,rodina-lide-3-uroven,infant,5.841054797172546
407,A _ is an old person who receives a pension.,pensioner,rodina-lide-3-uroven,pensioner,5.841054797172546
408,An elderly _ live next door.,couple,rodina-lide-3-uroven,couple,5.704412937164307
408,My brother's daughter is my _ .,niece,rodina-lide-3-uroven,niece,5.704412937164307
408,It was at the Honza's party that I first made his _ .,acquaintance,rodina-lide-3-uroven,acquaintance,5.704412937164307
408,My _ go to work every day.,spouse,rodina-lide-3-uroven,spouse,5.704412937164307
409,Have you got a girlfriend or are you _ ?,single,rodina-lide-3-uroven,single,6.55797016620636
409,Have you got any _ or are you an only child?,siblings,rodina-lide-3-uroven,siblings,6.55797016620636
409,I became an _ when my parents died.,orphan,rodina-lide-3-uroven,orphan,6.55797016620636
409,They had a long and happy _ .,marriage,rodina-lide-3-uroven,marriage,6.55797016620636
410,"Her husband died 2 years ago, so she is a _ .",widow,rodina-lide-3-uroven,widow,4.361092209815979
410,"His name is Martin, but his friends use the _ Maugli.",nickname,rodina-lide-3-uroven,nickname,4.361092209815979
410,Being a grandmother is really nice. I am very proud of my _ .,grandchildren,rodina-lide-3-uroven,grandchildren,4.361092209815979
410,Thanks to the marriage of my mother with her new husband I got a new _ .,stepbrother,rodina-lide-3-uroven,stepbrother,4.361092209815979
411,My uncle's daughter is my _ .,cousin,rodina-lide-3-uroven,mother-in-law,4.983603000640869
411,My husband's mother is my _ .,mother-in-law,rodina-lide-3-uroven,cousin,4.983603000640869
411,"She said yes! So, she is my _ now.",fiancée,rodina-lide-3-uroven,fiancée,4.983603000640869
411,I don't have enough money to pay for the room on my own. I need to find a _ .,roommate,rodina-lide-3-uroven,roommate,4.983603000640869
412,They were friends before they became _ .,lovers,rodina-lide-2-uroven,lovers,7.234492301940918
412,My husband's brother is my _ .,brother-in-law,rodina-lide-2-uroven,brother-in-law,7.234492301940918
412,Being an _ means to be over 18 years old.,adult,rodina-lide-2-uroven,adult,7.234492301940918
412,The youngest girls are so close in age they look like _ .,twins,rodina-lide-2-uroven,twins,7.234492301940918
413,It is hot. I want to put on _ .,shorts,obleceni-1-uroven,shorts,2.7049277424812317
413,Put on the _ . It's raining.,raincoat,obleceni-1-uroven,raincoat,2.7049277424812317
413,It's cold. I will put on a _ .,cap,obleceni-1-uroven,cap,2.7049277424812317
414,"Is she married? –Yes, she is. There is a _ on her finger.",ring,obleceni-1-uroven,ring,3.302246570587158
414,Let's go to the swimming pool. Put your _ on.,swimsuit,obleceni-1-uroven,swimsuit,3.302246570587158
414,Put the _ on your foot.,sock,obleceni-1-uroven,sock,3.302246570587158
415,"If you want to ride a bike, put a _ on.",helmet,obleceni-1-uroven,helmet,2.6064549684524536
415,The pretty girl is wearing a red _ .,dress,obleceni-1-uroven,dress,2.6064549684524536
415,I can't see anything. Where are my _ ?,glasses,obleceni-1-uroven,glasses,2.6064549684524536
416,"I don't like wearing skirts, I prefer _ .",trousers,obleceni-1-uroven,trousers,3.8193905353546143
416,Men never wear a _ .,bra,obleceni-1-uroven,bra,3.8193905353546143
416,Put the _ on your feet.,sandals,obleceni-1-uroven,sandals,3.8193905353546143
417,You look pretty. Is it a dress or a _ and a T-shirt?,skirt,obleceni-1-uroven,skirt,1.2020010650157928
417,I'm wearing a _ because it's cold.,sweater,obleceni-1-uroven,sweater,1.2020010650157928
417,"He's going to a wedding, so he is wearing a _ .",tie,obleceni-1-uroven,tie,1.2020010650157928
418,It's cold outside. Put a _ on.,coat,obleceni-1-uroven,coat,3.269800901412964
418,"I'm going to the shop, so I need a _ .",bag,obleceni-1-uroven,bag,3.269800901412964
418,"I don't usually wear shirts, I prefer _ .",T-shirts,obleceni-1-uroven,T-shirts,3.269800901412964
419,In some school students wear _ .,uniforms,obleceni-1-uroven,uniforms,3.589158058166504
419,"Excuse me, what's the time? I don't have my _ .",watch,obleceni-1-uroven,watch,3.589158058166504
419,It's sunny. I will put a _ on my head.,cap,obleceni-1-uroven,cap,3.589158058166504
420,"You never wear skirts, you always wear _ .",jeans,obleceni-1-uroven,jeans,2.704827129840851
420,The man is very elegant. He always wears a suit and a _ .,hat,obleceni-1-uroven,hat,2.704827129840851
420,It's sunny. I will put sun _ on.,glasses,obleceni-1-uroven,glasses,2.704827129840851
421,Waiters usually wear a white _ .,shirt,obleceni-1-uroven,shirt,3.4275600910186768
421,Rallye drivers wear a _ in their cars.,helmet,obleceni-1-uroven,helmet,3.4275600910186768
421,Men usually don't wear _ .,skirts,obleceni-1-uroven,skirts,3.4275600910186768
422,I love the _ you have got on your finger.,ring,obleceni-1-uroven,ring,3.325714349746704
422,Why are you wearing a _ ? It's not raining.,raincoat,obleceni-1-uroven,raincoat,3.325714349746704
422,Put your _ on. The floor is dirty.,shoes,obleceni-1-uroven,shoes,3.325714349746704
423,I love the _ on your wrist.,bracelet,obleceni-2-uroven,bracelet,6.356028378009796
423,Your blouse is very soft. Is it made from _ ?,silk,obleceni-2-uroven,silk,6.356028378009796
423,I always sleep in _ .,pyjamas,obleceni-2-uroven,pyjamas,6.356028378009796
423,You have got nice hair. You don't have to wear a _ .,wig,obleceni-2-uroven,wig,6.356028378009796
424,"I'm sorry, I can't pay for the lunch. I lost my _ .",wallet,obleceni-2-uroven,wallet,3.4716329276561737
424,These trousers are too big. I need a _ .,belt,obleceni-2-uroven,belt,3.4716329276561737
424,It's so cold. I will put my _ on.,gloves,obleceni-2-uroven,gloves,3.4716329276561737
424,Will you wear a _ to the wedding?,suit,obleceni-2-uroven,suit,3.4716329276561737
425,The _ are too long. You had better roll them up or you'll get them dirty.,sleeves,obleceni-2-uroven,sleeves,2.553686559200287
425,She is wearing a skirt and _ .,tights,obleceni-2-uroven,tights,2.553686559200287
425,It's raining. I'll put up my _ .,hood,obleceni-2-uroven,hood,2.553686559200287
426,I love your new _ jacket.,leather,obleceni-2-uroven,leather,3.3160808086395264
426,I usually wear a dress and _ for a night out.,heels,obleceni-2-uroven,heels,3.3160808086395264
426,"You shouldn't have your phone in your _ , someone could easily steal it.",pocket,obleceni-2-uroven,pocket,3.3160808086395264
427,It's really cold. I will buy an _ .,overcoat,obleceni-2-uroven,overcoat,5.101596117019653
427,A _ is a shirt for a woman or girl.,blouse,obleceni-2-uroven,blouse,5.101596117019653
427,"Tie up your _ , Vašek.",shoelaces,obleceni-2-uroven,shoelaces,5.101596117019653
428, _ is a type of clothes that people wart under other clothes.,Underwear,obleceni-2-uroven,Underwear,4.729124844074249
428, _ are a type of underwear worn by women.,Panties,obleceni-2-uroven,Panties,4.729124844074249
428, _ are a type of shoes.,Boots,obleceni-2-uroven,Boots,4.729124844074249
429,"I felt a bit chilly, so I put on a _ .",jacket,obleceni-2-uroven,jacket,5.143193960189819
429,All the businessmen are wearing _ .,suits,obleceni-2-uroven,suits,5.143193960189819
429,She was wearing a blonde _ .,wig,obleceni-2-uroven,wig,5.143193960189819
429,"I don't like wearing skirts, I prefer _ .",pants,obleceni-2-uroven,pants,5.143193960189819
430,I love your _ . When did you have your ears pierced?,earrings,obleceni-2-uroven,earrings,3.778787851333618
430,"A thief tried to steal my _ , but I held it tight.",handbag,obleceni-2-uroven,handbag,3.778787851333618
430,It's a bit cold. I will put on a _ .,pullover,obleceni-2-uroven,pullover,3.778787851333618
431,"He has no hair, so he wears a _ instead.",wig,obleceni-2-uroven,wig,4.620200872421265
431,I have nothing to sleep in. I need a new pair of _ .,pyjamas,obleceni-2-uroven,pyjamas,4.620200872421265
431,I don't usually wear _ jeans to work.,denim,obleceni-2-uroven,denim,4.620200872421265
432,I don't wear sweaters because I don't like _ .,wool,obleceni-2-uroven,wool,4.414468765258789
432,I love your pearl _ .,necklace,obleceni-2-uroven,necklace,4.414468765258789
432,I usually wear _ when I clean the bathroom.,gloves,obleceni-2-uroven,gloves,4.414468765258789
432,I can't walk when I wear high _ .,heels,obleceni-2-uroven,heels,4.414468765258789
433, _ is a vegetable typical for Halloween.,Pumpkin,ovoce-zelenina-2-uroven,Pumpkin,6.60030210018158
433," _ is a fruit like orange, but it's less sweet.",Grapefruit,ovoce-zelenina-2-uroven,Coconut,6.60030210018158
433, _ is a plant with a white root that has a strong sharp taste.,Horseradish,ovoce-zelenina-2-uroven,Horseradish,6.60030210018158
433, _ is a fruit growing on a palm tree.,Coconut,ovoce-zelenina-2-uroven,Grapefruit,6.60030210018158
434,A _ is a fruit like a small orange.,tangerine,ovoce-zelenina-2-uroven,tangerine,3.057845324277878
434,We can use a _ as a snowman's nose.,carrot,ovoce-zelenina-2-uroven,carrot,3.057845324277878
434,A _ is a green fruit with a brown skin.,kiwi,ovoce-zelenina-2-uroven,kiwi,3.057845324277878
435,"A _ is a round fruit with sweet, juicy, yellow flesh, red and yellow skin.",peach,ovoce-zelenina-2-uroven,peach,4.270263493061066
435,Wine is made from _ .,grapes,ovoce-zelenina-2-uroven,grapes,4.270263493061066
435,A _ is a yellow fruit that has a sour juice.,lemon,ovoce-zelenina-2-uroven,lemon,4.270263493061066
435,Coffee is made from coffee _ .,beans,ovoce-zelenina-2-uroven,beans,4.270263493061066
436,We had chicken and mashed _ for lunch.,potatoes,ovoce-zelenina-2-uroven,potatoes,4.978021621704102
436,"A _ is a long, thin green vegetable",cucumber,ovoce-zelenina-2-uroven,cucumber,4.978021621704102
436,A _ is a very small dried bean.,lentil,ovoce-zelenina-2-uroven,lentil,4.978021621704102
436,A _ is a big tropical fruit.,pineapple,ovoce-zelenina-2-uroven,pineapple,4.978021621704102
437," _ is a plant with large, green leaves, usually eaten in salads.",Lettuce,ovoce-zelenina-2-uroven,Lettuce,3.147587239742279
437, _ is a type of herb used to add flavour to food.,Parsley,ovoce-zelenina-2-uroven,Parsley,3.147587239742279
437, _ milkshake is my favourite because I like its yellow colour.,Banana,ovoce-zelenina-2-uroven,Banana,3.147587239742279
438,An _ is a small orange fruit.,apricot,ovoce-zelenina-2-uroven,apricot,5.017152488231659
438,"A _ is a hard, pale brown, round bean.",chickpea,ovoce-zelenina-2-uroven,chickpea,5.017152488231659
438,"An _ is an oval, purple vegetable that is white inside.",eggplant,ovoce-zelenina-2-uroven,eggplant,5.017152488231659
438,I always cry when I'm chopping an _ .,onion,ovoce-zelenina-2-uroven,onion,5.017152488231659
439,"A _ is a small vegetable, usually dark pink and round, that grows underground and is usually eaten uncooked in salads.",radish,ovoce-zelenina-2-uroven,radish,3.254029870033264
439,I made _ soup.,spinach,ovoce-zelenina-2-uroven,spinach,3.254029870033264
439,A _ is a large fruit that we often eat in summer.,watermelon,ovoce-zelenina-2-uroven,watermelon,3.254029870033264
440, _ is a green vegetable.,Broccoli,ovoce-zelenina-2-uroven,Broccoli,3.047997772693634
440, _ is a large oval tropical fruit with a yellow skin and sweet orange flesh.,Papaya,ovoce-zelenina-2-uroven,Papaya,3.047997772693634
440," _ is a large, round vegetable with large green, white, or purple leaves.",Cabbage,ovoce-zelenina-2-uroven,Cabbage,3.047997772693634
441,"You should be careful with the _ , otherwise your clothes will be red.",beetroot,ovoce-zelenina-2-uroven,beetroot,2.756882458925247
441,"We don't have any fresh vegetables, only frozen _ .",peas,ovoce-zelenina-2-uroven,peas,2.756882458925247
441,"Fries can be made not only from potatoes, but also _ .",sweet potatoes,ovoce-zelenina-2-uroven,sweet potatoes,2.756882458925247
442,"We will have a barbecue on Saturday, we will make some meat, but also some vegetables, like _ .",zucchini,ovoce-zelenina-2-uroven,zucchini,2.6292044520378113
442,"We will have salad for dinner, there is some lettuce, cucumber and tomatoes, so I will just add some _ and it will be ready.",pepper,ovoce-zelenina-2-uroven,pepper,2.6292044520378113
442,A _ is a round fruit with a lot of seeds.,pomegranate,ovoce-zelenina-2-uroven,pomegranate,2.6292044520378113
443,J. K. Rowling is a _ .,writer,zamestnani-1-uroven,writer,2.258220463991165
443,My mother works at school. She is a _ .,teacher,zamestnani-1-uroven,teacher,2.258220463991165
443,My dad's job is dangerous. He is a _ .,fireman,zamestnani-1-uroven,fireman,2.258220463991165
444,My father delivers letters every day. He is a _ .,postman,zamestnani-1-uroven,postman,1.832846313714981
444,My brother spends a lot of time in his car. He is a _ .,driver,zamestnani-1-uroven,driver,1.832846313714981
444,My mum works in a hospital. She is a _ .,doctor,zamestnani-1-uroven,doctor,1.832846313714981
445,My father can fly an airplane. He is a _ .,pilot,zamestnani-1-uroven,pilot,1.840865969657898
445,My sister works in a hospital. She is a _ .,nurse,zamestnani-1-uroven,nurse,1.840865969657898
445,My son works in a bank. He is a bank _ .,manager,zamestnani-1-uroven,manager,1.840865969657898
446,I can repair a car. I'm a car _ .,mechanic,zamestnani-1-uroven,mechanic,2.9519155621528625
446,My _ can check your teeth.,dentist,zamestnani-1-uroven,dentist,2.9519155621528625
446,Is Matouš Ruml your favourite _ ?,actor,zamestnani-1-uroven,actor,2.9519155621528625
447,My _ uses a special shampoo.,hairdresser,zamestnani-1-uroven,hairdresser,6.0669344663619995
447,She is a great ballet _ .,dancer,zamestnani-1-uroven,dancer,6.0669344663619995
447,There is a _ in a black uniform.,policeman,zamestnani-1-uroven,policeman,6.0669344663619995
448,Tell the _ I really liked the dinner.,cook,zamestnani-1-uroven,cook,2.4410203397274017
448,My dad is a _ . He has got his own company.,businessman,zamestnani-1-uroven,businessman,2.4410203397274017
448,I love all the pictures painted by this _ .,painter,zamestnani-1-uroven,painter,2.4410203397274017
449, _ work in a laboratory.,Scientists,zamestnani-1-uroven,Scientists,3.6032723784446716
449, _ are people who are in an army.,Soldiers,zamestnani-1-uroven,Soldiers,3.6032723784446716
449, _ take care of their animals.,Farmers,zamestnani-1-uroven,Farmers,3.6032723784446716
450, _ decide about the laws.,Politicians,zamestnani-2-uroven,Politicians,6.023508787155151
450, _ often sell vegetables.,Farmers,zamestnani-2-uroven,Farmers,6.023508787155151
450, _ fight in wars.,Soldiers,zamestnani-2-uroven,Soldiers,6.023508787155151
451,This _ takes really nice pictures.,photographer,zamestnani-1-uroven,photographer,5.183784008026123
451,The _ study biology.,biologists,zamestnani-1-uroven,biologists,5.183784008026123
451,My tooth aches. I should see a _ .,dentist,zamestnani-1-uroven,dentist,5.183784008026123
452,Is this a bus stop? I will ask the _ .,driver,zamestnani-1-uroven,driver,2.59327894449234
452,I am waiting for a letter. Where is the _ ?,postman,zamestnani-1-uroven,postman,2.59327894449234
452,There is a fire! Let's call the _ .,firefighters,zamestnani-1-uroven,firefighters,2.59327894449234
453,"The king needs a picture of himself, so he is looking for a _ .",painter,zamestnani-1-uroven,painter,3.748135209083557
453,There are only three _ in the film.,actors,zamestnani-1-uroven,actors,3.748135209083557
453,I'm ill. I need to see a _ .,doctor,zamestnani-1-uroven,doctor,3.748135209083557
454,The gymnast has got a personal _ .,trainer,zamestnani-1-uroven,trainer,3.490785598754883
454,I know the _ in this restaurant.,cook,zamestnani-1-uroven,cook,3.490785598754883
454,My uncle is a taxi _ .,driver,zamestnani-1-uroven,driver,3.490785598754883
455,My dad often meets the president. He is a _ .,politician,zamestnani-1-uroven,politician,2.7567766904830933
455,I love samba. I would like to be a _ .,dancer,zamestnani-1-uroven,dancer,2.7567766904830933
455,My friend is an _ . He paints beautiful pictures.,artist,zamestnani-1-uroven,artist,2.7567766904830933
456,Karel Čapek was a Czech _ .,writer,zamestnani-1-uroven,writer,2.9082555174827576
456,I work at school. I am a _ .,teacher,zamestnani-1-uroven,teacher,2.9082555174827576
456,Vincent van Gogh is one of my favourite _ .,artists,zamestnani-1-uroven,artists,2.9082555174827576
457,The _ helps the doctor.,nurse,zamestnani-1-uroven,nurse,4.436751425266266
457,I want to exercise more. I need a personal _ .,trainer,zamestnani-1-uroven,trainer,4.436751425266266
457,My hair is ugly. I need to go to the _ 's.,hairdresser,zamestnani-1-uroven,hairdresser,4.436751425266266
458,The _ had a nest on our chimney.,stork,zvirata-mix-3-uroven,stork,5.232437014579773
458,Our sheep has just had a _ .,lamb,zvirata-mix-3-uroven,lamb,5.232437014579773
458,A _ is a wild animal of the cat family with pointed ears.,lynx,zvirata-mix-3-uroven,lynx,5.232437014579773
