problem,solutions_agg,sentence,level,topic,fullname,solutions,pred
412,"['lovers', 'brother-in-law', 'adult', 'twins']",Being an _ means to be over 18 years old.,2,rodina-lide,rodina-lide-2-uroven,adult,adult
412,"['lovers', 'brother-in-law', 'adult', 'twins']",The youngest girls are so close in age they look like _ .,2,rodina-lide,rodina-lide-2-uroven,twins,twins
413,"['shorts', 'raincoat', 'cap']",It is hot. I want to put on _ .,1,obleceni,obleceni-1-uroven,shorts,shorts
413,"['shorts', 'raincoat', 'cap']",Put on the _ . It's raining.,1,obleceni,obleceni-1-uroven,raincoat,shorts
413,"['shorts', 'raincoat', 'cap']",It's cold. I will put on a _ .,1,obleceni,obleceni-1-uroven,cap,cap
414,"['ring', 'swimsuit', 'sock']","Is she married? –Yes, she is. There is a _ on her finger.",1,obleceni,obleceni-1-uroven,ring,ring
414,"['ring', 'swimsuit', 'sock']",Let's go to the swimming pool. Put your _ on.,1,obleceni,obleceni-1-uroven,swimsuit,swimsuit
414,"['ring', 'swimsuit', 'sock']",Put the _ on your foot.,1,obleceni,obleceni-1-uroven,sock,sock
415,"['helmet', 'dress', 'glasses']","If you want to ride a bike, put a _ on.",1,obleceni,obleceni-1-uroven,helmet,helmet
415,"['helmet', 'dress', 'glasses']",The pretty girl is wearing a red _ .,1,obleceni,obleceni-1-uroven,dress,dress
415,"['helmet', 'dress', 'glasses']",I can't see anything. Where are my _ ?,1,obleceni,obleceni-1-uroven,glasses,glasses
416,"['trousers', 'bra', 'sandals']","I don't like wearing skirts, I prefer _ .",1,obleceni,obleceni-1-uroven,trousers,trousers
416,"['trousers', 'bra', 'sandals']",Men never wear a _ .,1,obleceni,obleceni-1-uroven,bra,bra
416,"['trousers', 'bra', 'sandals']",Put the _ on your feet.,1,obleceni,obleceni-1-uroven,sandals,trousers
417,"['skirt', 'sweater', 'tie']",You look pretty. Is it a dress or a _ and a T-shirt?,1,obleceni,obleceni-1-uroven,skirt,skirt
417,"['skirt', 'sweater', 'tie']",I'm wearing a _ because it's cold.,1,obleceni,obleceni-1-uroven,sweater,sweater
417,"['skirt', 'sweater', 'tie']","He's going to a wedding, so he is wearing a _ .",1,obleceni,obleceni-1-uroven,tie,tie
418,"['coat', 'bag', 'T-shirts']",It's cold outside. Put a _ on.,1,obleceni,obleceni-1-uroven,coat,coat
418,"['coat', 'bag', 'T-shirts']","I'm going to the shop, so I need a _ .",1,obleceni,obleceni-1-uroven,bag,coat
418,"['coat', 'bag', 'T-shirts']","I don't usually wear shirts, I prefer _ .",1,obleceni,obleceni-1-uroven,T-shirts,coat
419,"['uniforms', 'watch', 'cap']",In some school students wear _ .,1,obleceni,obleceni-1-uroven,uniforms,uniforms
419,"['uniforms', 'watch', 'cap']","Excuse me, what's the time? I don't have my _ .",1,obleceni,obleceni-1-uroven,watch,watch
419,"['uniforms', 'watch', 'cap']",It's sunny. I will put a _ on my head.,1,obleceni,obleceni-1-uroven,cap,cap
420,"['jeans', 'hat', 'glasses']","You never wear skirts, you always wear _ .",1,obleceni,obleceni-1-uroven,jeans,jeans
420,"['jeans', 'hat', 'glasses']",The man is very elegant. He always wears a suit and a _ .,1,obleceni,obleceni-1-uroven,hat,hat
420,"['jeans', 'hat', 'glasses']",It's sunny. I will put sun _ on.,1,obleceni,obleceni-1-uroven,glasses,glasses
421,"['shirt', 'helmet', 'skirts']",Waiters usually wear a white _ .,1,obleceni,obleceni-1-uroven,shirt,shirt
421,"['shirt', 'helmet', 'skirts']",Rallye drivers wear a _ in their cars.,1,obleceni,obleceni-1-uroven,helmet,helmet
421,"['shirt', 'helmet', 'skirts']",Men usually don't wear _ .,1,obleceni,obleceni-1-uroven,skirts,skirts
422,"['ring', 'raincoat', 'shoes']",I love the _ you have got on your finger.,1,obleceni,obleceni-1-uroven,ring,ring
422,"['ring', 'raincoat', 'shoes']",Why are you wearing a _ ? It's not raining.,1,obleceni,obleceni-1-uroven,raincoat,raincoat
422,"['ring', 'raincoat', 'shoes']",Put your _ on. The floor is dirty.,1,obleceni,obleceni-1-uroven,shoes,shoes
423,"['bracelet', 'silk', 'pyjamas', 'wig']",I love the _ on your wrist.,2,obleceni,obleceni-2-uroven,bracelet,bracelet
423,"['bracelet', 'silk', 'pyjamas', 'wig']",Your blouse is very soft. Is it made from _ ?,2,obleceni,obleceni-2-uroven,silk,silk
423,"['bracelet', 'silk', 'pyjamas', 'wig']",I always sleep in _ .,2,obleceni,obleceni-2-uroven,pyjamas,silk
423,"['bracelet', 'silk', 'pyjamas', 'wig']",You have got nice hair. You don't have to wear a _ .,2,obleceni,obleceni-2-uroven,wig,wig
424,"['wallet', 'belt', 'gloves', 'suit']","I'm sorry, I can't pay for the lunch. I lost my _ .",2,obleceni,obleceni-2-uroven,wallet,wallet
424,"['wallet', 'belt', 'gloves', 'suit']",These trousers are too big. I need a _ .,2,obleceni,obleceni-2-uroven,belt,belt
424,"['wallet', 'belt', 'gloves', 'suit']",It's so cold. I will put my _ on.,2,obleceni,obleceni-2-uroven,gloves,gloves
424,"['wallet', 'belt', 'gloves', 'suit']",Will you wear a _ to the wedding?,2,obleceni,obleceni-2-uroven,suit,suit
425,"['sleeves', 'tights', 'hood']",The _ are too long. You had better roll them up or you'll get them dirty.,2,obleceni,obleceni-2-uroven,sleeves,sleeves
425,"['sleeves', 'tights', 'hood']",She is wearing a skirt and _ .,2,obleceni,obleceni-2-uroven,tights,sleeves
425,"['sleeves', 'tights', 'hood']",It's raining. I'll put up my _ .,2,obleceni,obleceni-2-uroven,hood,hood
426,"['leather', 'heels', 'pocket']",I love your new _ jacket.,2,obleceni,obleceni-2-uroven,leather,leather
426,"['leather', 'heels', 'pocket']",I usually wear a dress and _ for a night out.,2,obleceni,obleceni-2-uroven,heels,heels
426,"['leather', 'heels', 'pocket']","You shouldn't have your phone in your _ , someone could easily steal it.",2,obleceni,obleceni-2-uroven,pocket,pocket
427,"['overcoat', 'blouse', 'shoelaces']",It's really cold. I will buy an _ .,2,obleceni,obleceni-2-uroven,overcoat,overcoat
427,"['overcoat', 'blouse', 'shoelaces']",A _ is a shirt for a woman or girl.,2,obleceni,obleceni-2-uroven,blouse,blouse
427,"['overcoat', 'blouse', 'shoelaces']","Tie up your _ , Vašek.",2,obleceni,obleceni-2-uroven,shoelaces,blouse
428,"['Underwear', 'Panties', 'Boots']", _ is a type of clothes that people wart under other clothes.,2,obleceni,obleceni-2-uroven,Underwear,Underwear
428,"['Underwear', 'Panties', 'Boots']", _ are a type of underwear worn by women.,2,obleceni,obleceni-2-uroven,Panties,Boots
428,"['Underwear', 'Panties', 'Boots']", _ are a type of shoes.,2,obleceni,obleceni-2-uroven,Boots,Boots
429,"['jacket', 'suits', 'wig', 'pants']","I felt a bit chilly, so I put on a _ .",2,obleceni,obleceni-2-uroven,jacket,jacket
429,"['jacket', 'suits', 'wig', 'pants']",All the businessmen are wearing _ .,2,obleceni,obleceni-2-uroven,suits,suits
429,"['jacket', 'suits', 'wig', 'pants']",She was wearing a blonde _ .,2,obleceni,obleceni-2-uroven,wig,wig
429,"['jacket', 'suits', 'wig', 'pants']","I don't like wearing skirts, I prefer _ .",2,obleceni,obleceni-2-uroven,pants,pants
430,"['earrings', 'handbag', 'pullover']",I love your _ . When did you have your ears pierced?,2,obleceni,obleceni-2-uroven,earrings,earrings
430,"['earrings', 'handbag', 'pullover']","A thief tried to steal my _ , but I held it tight.",2,obleceni,obleceni-2-uroven,handbag,handbag
430,"['earrings', 'handbag', 'pullover']",It's a bit cold. I will put on a _ .,2,obleceni,obleceni-2-uroven,pullover,pullover
431,"['wig', 'pyjamas', 'denim']","He has no hair, so he wears a _ instead.",2,obleceni,obleceni-2-uroven,wig,wig
431,"['wig', 'pyjamas', 'denim']",I have nothing to sleep in. I need a new pair of _ .,2,obleceni,obleceni-2-uroven,pyjamas,denim
431,"['wig', 'pyjamas', 'denim']",I don't usually wear _ jeans to work.,2,obleceni,obleceni-2-uroven,denim,denim
432,"['wool', 'necklace', 'gloves', 'heels']",I don't wear sweaters because I don't like _ .,2,obleceni,obleceni-2-uroven,wool,wool
432,"['wool', 'necklace', 'gloves', 'heels']",I love your pearl _ .,2,obleceni,obleceni-2-uroven,necklace,necklace
432,"['wool', 'necklace', 'gloves', 'heels']",I usually wear _ when I clean the bathroom.,2,obleceni,obleceni-2-uroven,gloves,gloves
432,"['wool', 'necklace', 'gloves', 'heels']",I can't walk when I wear high _ .,2,obleceni,obleceni-2-uroven,heels,heels
433,"['Pumpkin', 'Grapefruit', 'Horseradish', 'Coconut']", _ is a vegetable typical for Halloween.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,Pumpkin,Pumpkin
433,"['Pumpkin', 'Grapefruit', 'Horseradish', 'Coconut']"," _ is a fruit like orange, but it's less sweet.",2,ovoce-zelenina,ovoce-zelenina-2-uroven,Grapefruit,Grapefruit
433,"['Pumpkin', 'Grapefruit', 'Horseradish', 'Coconut']", _ is a plant with a white root that has a strong sharp taste.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,Horseradish,Pumpkin
433,"['Pumpkin', 'Grapefruit', 'Horseradish', 'Coconut']", _ is a fruit growing on a palm tree.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,Coconut,Grapefruit
434,"['tangerine', 'carrot', 'kiwi']",A _ is a fruit like a small orange.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,tangerine,carrot
434,"['tangerine', 'carrot', 'kiwi']",We can use a _ as a snowman's nose.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,carrot,carrot
434,"['tangerine', 'carrot', 'kiwi']",A _ is a green fruit with a brown skin.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,kiwi,carrot
435,"['peach', 'grapes', 'lemon', 'beans']","A _ is a round fruit with sweet, juicy, yellow flesh, red and yellow skin.",2,ovoce-zelenina,ovoce-zelenina-2-uroven,peach,peach
435,"['peach', 'grapes', 'lemon', 'beans']",Wine is made from _ .,2,ovoce-zelenina,ovoce-zelenina-2-uroven,grapes,grapes
435,"['peach', 'grapes', 'lemon', 'beans']",A _ is a yellow fruit that has a sour juice.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,lemon,peach
435,"['peach', 'grapes', 'lemon', 'beans']",Coffee is made from coffee _ .,2,ovoce-zelenina,ovoce-zelenina-2-uroven,beans,beans
436,"['potatoes', 'cucumber', 'lentil', 'pineapple']",We had chicken and mashed _ for lunch.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,potatoes,potatoes
436,"['potatoes', 'cucumber', 'lentil', 'pineapple']","A _ is a long, thin green vegetable",2,ovoce-zelenina,ovoce-zelenina-2-uroven,cucumber,pineapple
436,"['potatoes', 'cucumber', 'lentil', 'pineapple']",A _ is a very small dried bean.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,lentil,pineapple
436,"['potatoes', 'cucumber', 'lentil', 'pineapple']",A _ is a big tropical fruit.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,pineapple,pineapple
437,"['Lettuce', 'Parsley', 'Banana']"," _ is a plant with large, green leaves, usually eaten in salads.",2,ovoce-zelenina,ovoce-zelenina-2-uroven,Lettuce,Banana
437,"['Lettuce', 'Parsley', 'Banana']", _ is a type of herb used to add flavour to food.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,Parsley,Banana
437,"['Lettuce', 'Parsley', 'Banana']", _ milkshake is my favourite because I like its yellow colour.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,Banana,Banana
438,"['apricot', 'chickpea', 'eggplant', 'onion']",An _ is a small orange fruit.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,apricot,onion
438,"['apricot', 'chickpea', 'eggplant', 'onion']","A _ is a hard, pale brown, round bean.",2,ovoce-zelenina,ovoce-zelenina-2-uroven,chickpea,onion
438,"['apricot', 'chickpea', 'eggplant', 'onion']","An _ is an oval, purple vegetable that is white inside.",2,ovoce-zelenina,ovoce-zelenina-2-uroven,eggplant,onion
438,"['apricot', 'chickpea', 'eggplant', 'onion']",I always cry when I'm chopping an _ .,2,ovoce-zelenina,ovoce-zelenina-2-uroven,onion,onion
439,"['radish', 'spinach', 'watermelon']","A _ is a small vegetable, usually dark pink and round, that grows underground and is usually eaten uncooked in salads.",2,ovoce-zelenina,ovoce-zelenina-2-uroven,radish,spinach
439,"['radish', 'spinach', 'watermelon']",I made _ soup.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,spinach,spinach
439,"['radish', 'spinach', 'watermelon']",A _ is a large fruit that we often eat in summer.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,watermelon,spinach
440,"['Broccoli', 'Papaya', 'Cabbage']", _ is a green vegetable.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,Broccoli,Cabbage
440,"['Broccoli', 'Papaya', 'Cabbage']", _ is a large oval tropical fruit with a yellow skin and sweet orange flesh.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,Papaya,Papaya
440,"['Broccoli', 'Papaya', 'Cabbage']"," _ is a large, round vegetable with large green, white, or purple leaves.",2,ovoce-zelenina,ovoce-zelenina-2-uroven,Cabbage,Cabbage
441,"['beetroot', 'peas', 'sweet potatoes']","You should be careful with the _ , otherwise your clothes will be red.",2,ovoce-zelenina,ovoce-zelenina-2-uroven,beetroot,peas
441,"['beetroot', 'peas', 'sweet potatoes']","We don't have any fresh vegetables, only frozen _ .",2,ovoce-zelenina,ovoce-zelenina-2-uroven,peas,peas
441,"['beetroot', 'peas', 'sweet potatoes']","Fries can be made not only from potatoes, but also _ .",2,ovoce-zelenina,ovoce-zelenina-2-uroven,sweet potatoes,peas
442,"['zucchini', 'pepper', 'pomegranate']","We will have a barbecue on Saturday, we will make some meat, but also some vegetables, like _ .",2,ovoce-zelenina,ovoce-zelenina-2-uroven,zucchini,pepper
442,"['zucchini', 'pepper', 'pomegranate']","We will have salad for dinner, there is some lettuce, cucumber and tomatoes, so I will just add some _ and it will be ready.",2,ovoce-zelenina,ovoce-zelenina-2-uroven,pepper,pepper
442,"['zucchini', 'pepper', 'pomegranate']",A _ is a round fruit with a lot of seeds.,2,ovoce-zelenina,ovoce-zelenina-2-uroven,pomegranate,pepper
443,"['writer', 'teacher', 'fireman']",J. K. Rowling is a _ .,1,zamestnani,zamestnani-1-uroven,writer,writer
443,"['writer', 'teacher', 'fireman']",My mother works at school. She is a _ .,1,zamestnani,zamestnani-1-uroven,teacher,teacher
443,"['writer', 'teacher', 'fireman']",My dad's job is dangerous. He is a _ .,1,zamestnani,zamestnani-1-uroven,fireman,teacher
444,"['postman', 'driver', 'doctor']",My father delivers letters every day. He is a _ .,1,zamestnani,zamestnani-1-uroven,postman,driver
444,"['postman', 'driver', 'doctor']",My brother spends a lot of time in his car. He is a _ .,1,zamestnani,zamestnani-1-uroven,driver,driver
444,"['postman', 'driver', 'doctor']",My mum works in a hospital. She is a _ .,1,zamestnani,zamestnani-1-uroven,doctor,doctor
445,"['pilot', 'nurse', 'manager']",My father can fly an airplane. He is a _ .,1,zamestnani,zamestnani-1-uroven,pilot,pilot
445,"['pilot', 'nurse', 'manager']",My sister works in a hospital. She is a _ .,1,zamestnani,zamestnani-1-uroven,nurse,nurse
445,"['pilot', 'nurse', 'manager']",My son works in a bank. He is a bank _ .,1,zamestnani,zamestnani-1-uroven,manager,manager
446,"['mechanic', 'dentist', 'actor']",I can repair a car. I'm a car _ .,1,zamestnani,zamestnani-1-uroven,mechanic,mechanic
446,"['mechanic', 'dentist', 'actor']",My _ can check your teeth.,1,zamestnani,zamestnani-1-uroven,dentist,dentist
446,"['mechanic', 'dentist', 'actor']",Is Matouš Ruml your favourite _ ?,1,zamestnani,zamestnani-1-uroven,actor,actor
447,"['hairdresser', 'dancer', 'policeman']",My _ uses a special shampoo.,1,zamestnani,zamestnani-1-uroven,hairdresser,dancer
447,"['hairdresser', 'dancer', 'policeman']",She is a great ballet _ .,1,zamestnani,zamestnani-1-uroven,dancer,dancer
447,"['hairdresser', 'dancer', 'policeman']",There is a _ in a black uniform.,1,zamestnani,zamestnani-1-uroven,policeman,dancer
448,"['cook', 'businessman', 'painter']",Tell the _ I really liked the dinner.,1,zamestnani,zamestnani-1-uroven,cook,cook
448,"['cook', 'businessman', 'painter']",My dad is a _ . He has got his own company.,1,zamestnani,zamestnani-1-uroven,businessman,businessman
448,"['cook', 'businessman', 'painter']",I love all the pictures painted by this _ .,1,zamestnani,zamestnani-1-uroven,painter,painter
449,"['Scientists', 'Soldiers', 'Farmers']", _ work in a laboratory.,1,zamestnani,zamestnani-1-uroven,Scientists,Scientists
449,"['Scientists', 'Soldiers', 'Farmers']", _ are people who are in an army.,1,zamestnani,zamestnani-1-uroven,Soldiers,Scientists
449,"['Scientists', 'Soldiers', 'Farmers']", _ take care of their animals.,1,zamestnani,zamestnani-1-uroven,Farmers,Scientists
450,"['Politicians', 'Farmers', 'Soldiers']", _ decide about the laws.,2,zamestnani,zamestnani-2-uroven,Politicians,Farmers
450,"['Politicians', 'Farmers', 'Soldiers']", _ often sell vegetables.,2,zamestnani,zamestnani-2-uroven,Farmers,Farmers
450,"['Politicians', 'Farmers', 'Soldiers']", _ fight in wars.,2,zamestnani,zamestnani-2-uroven,Soldiers,Soldiers
451,"['photographer', 'biologists', 'dentist']",This _ takes really nice pictures.,1,zamestnani,zamestnani-1-uroven,photographer,photographer
451,"['photographer', 'biologists', 'dentist']",The _ study biology.,1,zamestnani,zamestnani-1-uroven,biologists,biologists
451,"['photographer', 'biologists', 'dentist']",My tooth aches. I should see a _ .,1,zamestnani,zamestnani-1-uroven,dentist,dentist
452,"['driver', 'postman', 'firefighters']",Is this a bus stop? I will ask the _ .,1,zamestnani,zamestnani-1-uroven,driver,driver
452,"['driver', 'postman', 'firefighters']",I am waiting for a letter. Where is the _ ?,1,zamestnani,zamestnani-1-uroven,postman,postman
452,"['driver', 'postman', 'firefighters']",There is a fire! Let's call the _ .,1,zamestnani,zamestnani-1-uroven,firefighters,firefighters
453,"['painter', 'actors', 'doctor']","The king needs a picture of himself, so he is looking for a _ .",1,zamestnani,zamestnani-1-uroven,painter,painter
453,"['painter', 'actors', 'doctor']",There are only three _ in the film.,1,zamestnani,zamestnani-1-uroven,actors,actors
453,"['painter', 'actors', 'doctor']",I'm ill. I need to see a _ .,1,zamestnani,zamestnani-1-uroven,doctor,doctor
454,"['trainer', 'cook', 'driver']",The gymnast has got a personal _ .,1,zamestnani,zamestnani-1-uroven,trainer,trainer
454,"['trainer', 'cook', 'driver']",I know the _ in this restaurant.,1,zamestnani,zamestnani-1-uroven,cook,cook
454,"['trainer', 'cook', 'driver']",My uncle is a taxi _ .,1,zamestnani,zamestnani-1-uroven,driver,driver
455,"['politician', 'dancer', 'artist']",My dad often meets the president. He is a _ .,1,zamestnani,zamestnani-1-uroven,politician,politician
455,"['politician', 'dancer', 'artist']",I love samba. I would like to be a _ .,1,zamestnani,zamestnani-1-uroven,dancer,dancer
455,"['politician', 'dancer', 'artist']",My friend is an _ . He paints beautiful pictures.,1,zamestnani,zamestnani-1-uroven,artist,artist
456,"['writer', 'teacher', 'artists']",Karel Čapek was a Czech _ .,1,zamestnani,zamestnani-1-uroven,writer,writer
456,"['writer', 'teacher', 'artists']",I work at school. I am a _ .,1,zamestnani,zamestnani-1-uroven,teacher,teacher
456,"['writer', 'teacher', 'artists']",Vincent van Gogh is one of my favourite _ .,1,zamestnani,zamestnani-1-uroven,artists,artists
457,"['nurse', 'trainer', 'hairdresser']",The _ helps the doctor.,1,zamestnani,zamestnani-1-uroven,nurse,nurse
457,"['nurse', 'trainer', 'hairdresser']",I want to exercise more. I need a personal _ .,1,zamestnani,zamestnani-1-uroven,trainer,trainer
457,"['nurse', 'trainer', 'hairdresser']",My hair is ugly. I need to go to the _ 's.,1,zamestnani,zamestnani-1-uroven,hairdresser,nurse
458,"['stork', 'lamb', 'lynx', 'parrot']",The _ had a nest on our chimney.,3,zvirata-mix,zvirata-mix-3-uroven,stork,lamb
458,"['stork', 'lamb', 'lynx', 'parrot']",Our sheep has just had a _ .,3,zvirata-mix,zvirata-mix-3-uroven,lamb,lamb
458,"['stork', 'lamb', 'lynx', 'parrot']",A _ is a wild animal of the cat family with pointed ears.,3,zvirata-mix,zvirata-mix-3-uroven,lynx,lamb
458,"['stork', 'lamb', 'lynx', 'parrot']",A _ is a colourful bird.,3,zvirata-mix,zvirata-mix-3-uroven,parrot,lamb
459,"['cockroaches', 'crows', 'centipedes', 'hares']","It's horrible, we have got _ in our house, do you know how to get rid of them?",3,zvirata-mix,zvirata-mix-3-uroven,cockroaches,crows
459,"['cockroaches', 'crows', 'centipedes', 'hares']","Do you know that _ are large, black birds with a loud cry?",3,zvirata-mix,zvirata-mix-3-uroven,crows,crows
459,"['cockroaches', 'crows', 'centipedes', 'hares']","Wow, look, how many legs, do you think, the _ have got?",3,zvirata-mix,zvirata-mix-3-uroven,centipedes,crows
459,"['cockroaches', 'crows', 'centipedes', 'hares']","Look, are these _ or rabbits?",3,zvirata-mix,zvirata-mix-3-uroven,hares,hares
460,"['vulture', 'billy goat', 'ostrich', 'viper']",The _ is a large bird that eats the flesh of dead animals.,3,zvirata-mix,zvirata-mix-3-uroven,vulture,vulture
460,"['vulture', 'billy goat', 'ostrich', 'viper']","Look, it has got a bread, it must be a _ .",3,zvirata-mix,zvirata-mix-3-uroven,billy goat,vulture
460,"['vulture', 'billy goat', 'ostrich', 'viper']",Did you know that the _ is the fastest animal on two legs?,3,zvirata-mix,zvirata-mix-3-uroven,ostrich,vulture
460,"['vulture', 'billy goat', 'ostrich', 'viper']",Are you afraid of all snakes or just the _ ?,3,zvirata-mix,zvirata-mix-3-uroven,viper,viper
461,"['dove', 'whale', 'mare', 'cock']",A _ is a white bird often used as a symbol of love.,3,zvirata-mix,zvirata-mix-3-uroven,dove,dove
461,"['dove', 'whale', 'mare', 'cock']",A _ is a very large sea mammal.,3,zvirata-mix,zvirata-mix-3-uroven,whale,whale
461,"['dove', 'whale', 'mare', 'cock']",The horse I rode was a _ .,3,zvirata-mix,zvirata-mix-3-uroven,mare,mare
461,"['dove', 'whale', 'mare', 'cock']",I didn't like living in the countryside because the neighbour's _ woke me up every morning.,3,zvirata-mix,zvirata-mix-3-uroven,cock,cock
462,"['cuckoo', 'caterpillar', 'badger', 'snail']",Can you hear it? It must be a _ ?,3,zvirata-mix,zvirata-mix-3-uroven,cuckoo,snail
462,"['cuckoo', 'caterpillar', 'badger', 'snail']",This _ will develop into a beautiful butterfly.,3,zvirata-mix,zvirata-mix-3-uroven,caterpillar,snail
462,"['cuckoo', 'caterpillar', 'badger', 'snail']",Did you know that the _ lives underground and comes out to feed at night?,3,zvirata-mix,zvirata-mix-3-uroven,badger,snail
462,"['cuckoo', 'caterpillar', 'badger', 'snail']",Have you ever eaten a _ ? The French eat them regularly.,3,zvirata-mix,zvirata-mix-3-uroven,snail,snail
463,"['owl', 'otter', 'flea', 'calf']",The _ is a bird that hunts at night.,3,zvirata-mix,zvirata-mix-3-uroven,owl,owl
463,"['owl', 'otter', 'flea', 'calf']",It's interesting that the _ is a mammal but it can swim well.,3,zvirata-mix,zvirata-mix-3-uroven,otter,owl
463,"['owl', 'otter', 'flea', 'calf']",A _ is a small insect that feeds on blood.,3,zvirata-mix,zvirata-mix-3-uroven,flea,flea
463,"['owl', 'otter', 'flea', 'calf']",Our cow has just had a _ .,3,zvirata-mix,zvirata-mix-3-uroven,calf,calf
464,"['swallows', 'beetles', 'pigeons', 'dolphins']",I don't know why _ often nests under my roof.,3,zvirata-mix,zvirata-mix-3-uroven,swallows,beetles
464,"['swallows', 'beetles', 'pigeons', 'dolphins']","The forest was full of insect, we saw, for example, _ .",3,zvirata-mix,zvirata-mix-3-uroven,beetles,beetles
464,"['swallows', 'beetles', 'pigeons', 'dolphins']",Big cities are full of _ .,3,zvirata-mix,zvirata-mix-3-uroven,pigeons,dolphins
464,"['swallows', 'beetles', 'pigeons', 'dolphins']","When we sailed along the coast, we saw _ .",3,zvirata-mix,zvirata-mix-3-uroven,dolphins,dolphins
465,"['blackbird', 'eagle', 'snake', 'parrot']",What's the difference between a crow and a _ ?,3,zvirata-mix,zvirata-mix-3-uroven,blackbird,snake
465,"['blackbird', 'eagle', 'snake', 'parrot']",There was a huge bird. I think it was an _ .,3,zvirata-mix,zvirata-mix-3-uroven,eagle,eagle
465,"['blackbird', 'eagle', 'snake', 'parrot']",I'm afraid of being bitten by a _ .,3,zvirata-mix,zvirata-mix-3-uroven,snake,snake
465,"['blackbird', 'eagle', 'snake', 'parrot']",The _ is a tropical bird.,3,zvirata-mix,zvirata-mix-3-uroven,parrot,eagle
466,"['Ants', 'Bees', 'Dolphins', 'Pheasants']", _ live in highly organized social groups.,2,zvirata-mix,zvirata-mix-2-uroven,Ants,Ants
466,"['Ants', 'Bees', 'Dolphins', 'Pheasants']", _ die after they sting people.,2,zvirata-mix,zvirata-mix-2-uroven,Bees,Ants
466,"['Ants', 'Bees', 'Dolphins', 'Pheasants']", _ are very intelligent animals.,2,zvirata-mix,zvirata-mix-2-uroven,Dolphins,Bees
466,"['Ants', 'Bees', 'Dolphins', 'Pheasants']", _ are birds whose meat is often eaten.,2,zvirata-mix,zvirata-mix-2-uroven,Pheasants,Bees
467,"['stork', 'puppy', 'raccoon', 'wasp']",The _ is a large white bird with very long legs that walks in water to find its food.,3,zvirata-mix,zvirata-mix-3-uroven,stork,puppy
467,"['stork', 'puppy', 'raccoon', 'wasp']",Our _ can't walk properly yet.,3,zvirata-mix,zvirata-mix-3-uroven,puppy,puppy
467,"['stork', 'puppy', 'raccoon', 'wasp']",A _ is an animal that has got black rings on its long tail.,3,zvirata-mix,zvirata-mix-3-uroven,raccoon,puppy
467,"['stork', 'puppy', 'raccoon', 'wasp']",Marek got stung by a _ yesterday.,3,zvirata-mix,zvirata-mix-3-uroven,wasp,wasp
468,"['snails', 'spiders', 'peacocks', 'wolves']",Why do _ come out after the rain?,3,zvirata-mix,zvirata-mix-3-uroven,snails,wolves
468,"['snails', 'spiders', 'peacocks', 'wolves']",What kind of _ make nets?,3,zvirata-mix,zvirata-mix-3-uroven,spiders,spiders
468,"['snails', 'spiders', 'peacocks', 'wolves']",I think _ have got the nicest tails.,3,zvirata-mix,zvirata-mix-3-uroven,peacocks,wolves
468,"['snails', 'spiders', 'peacocks', 'wolves']",Did you know that _ are the largest members of the dog family?,3,zvirata-mix,zvirata-mix-3-uroven,wolves,wolves
469,"['wasp', 'ladybird', 'antelope', 'elephant']",How do you get rid of the _ nest?,3,zvirata-mix,zvirata-mix-3-uroven,wasp,elephant
469,"['wasp', 'ladybird', 'antelope', 'elephant']",Did you know that the spots of a _ are supposed to warn potential predators?,3,zvirata-mix,zvirata-mix-3-uroven,ladybird,ladybird
469,"['wasp', 'ladybird', 'antelope', 'elephant']",The _ runs very fast thanks to its thin legs.,3,zvirata-mix,zvirata-mix-3-uroven,antelope,elephant
469,"['wasp', 'ladybird', 'antelope', 'elephant']",An _ has got a trunk.,3,zvirata-mix,zvirata-mix-3-uroven,elephant,elephant
470,"['ducks', 'chimpanzees', 'bears', 'hedgehogs']",We will walk along the river and we will feed _ .,3,zvirata-mix,zvirata-mix-3-uroven,ducks,ducks
470,"['ducks', 'chimpanzees', 'bears', 'hedgehogs']",An interesting fact about _ is that they have stable personality types.,3,zvirata-mix,zvirata-mix-3-uroven,chimpanzees,chimpanzees
470,"['ducks', 'chimpanzees', 'bears', 'hedgehogs']",Pandas are mammals similar to _ that lives in forests in China.,3,zvirata-mix,zvirata-mix-3-uroven,bears,chimpanzees
470,"['ducks', 'chimpanzees', 'bears', 'hedgehogs']",We often draw _ with apples on their back.,3,zvirata-mix,zvirata-mix-3-uroven,hedgehogs,bears
