problem,sentence,solutions,fullname,pred
379,We are going to _ in a helicopter.,fly,pohybova-slovesa-3-uroven,fly
379,It will _ if you wear it.,stretch,pohybova-slovesa-3-uroven,stretch
380,Did you _ yourself by contract?,bind,pohybova-slovesa-3-uroven,bind
380,She wants to _ with my brother.,dance,pohybova-slovesa-3-uroven,shoot
380,I found these keys. Did you _ them?,drop,pohybova-slovesa-3-uroven,drop
380,Can you _ well?,shoot,pohybova-slovesa-3-uroven,dance
381,They are going to _ the prisoners.,release,pohybova-slovesa-3-uroven,release
381,I will help you _ these letters.,sort,pohybova-slovesa-3-uroven,sort
381,Make sure to _ again.,come,pohybova-slovesa-3-uroven,come
381,Will you help me _ for the lost dog?,search,pohybova-slovesa-3-uroven,search
383,A _ is eaten before the main dish.,soup,potraviny-2-uroven,soup
383,Would you like some _ juice?,orange,potraviny-2-uroven,orange
383,"I won’t eat that _ , I don’t like meat.",burger,potraviny-2-uroven,burger
383,We bought a kilo of _ .,potatoes,potraviny-2-uroven,potatoes
384,It’s noon. Let’s have _ .,lunch,potraviny-2-uroven,lunch
384,These _ are a bit dry.,biscuits,potraviny-2-uroven,biscuits
384,"I’m on a diet, so I can only eat _ meat.",chicken,potraviny-2-uroven,grilled
384,Do you prefer your meat _ ?,grilled,potraviny-2-uroven,chicken
385,This _ is from our chicken.,egg,potraviny-2-uroven,egg
385,I don’t want to _ anything.,eat,potraviny-2-uroven,eat
385,She baked a _ yesterday.,cake,potraviny-2-uroven,cake
385,The _ at that restaurant is very expensive.,menu,potraviny-2-uroven,menu
386,Do you have a _ of water?,bottle,potraviny-2-uroven,bottle
386,"If you want something healthy, get a _ .",salad,potraviny-2-uroven,salad
386,This apple is so _ .,sweet,potraviny-2-uroven,sweet
386,Does she put _ in her coffee?,cream,potraviny-2-uroven,cream
387,Many _ are sweet and healthy.,fruits,potraviny-2-uroven,fruits
387,He caught this _ yesterday.,fish,potraviny-2-uroven,fish
387,Some children don’t like eating _ .,vegetables,potraviny-2-uroven,vegetables
387,They invited me to _ at this new restaurant.,dinner,potraviny-2-uroven,dinner
388,My favourite _ flavour is chocolate.,ice cream,potraviny-2-uroven,butter
388,You can have an _ for breakfast.,omelette,potraviny-2-uroven,omelette
388,We can have _ together in the evening.,supper,potraviny-2-uroven,supper
388,"I can’t eat _ , it’s made from milk.",butter,potraviny-2-uroven,ice cream
389,We are going to make _ from these potatoes.,chips,potraviny-2-uroven,bake
389,People eat a lot of _ in Asia.,rice,potraviny-2-uroven,rice
389,I cook _ when I don’t have much time.,pasta,potraviny-2-uroven,pasta
389,Did you _ this cake yourself?,bake,potraviny-2-uroven,chips
390,Is that _ from strawberries or peaches?,jam,potraviny-2-uroven,jam
390,This _ is sweet and very juicy.,melon,potraviny-2-uroven,melon
390,"He’s a vegetarian, he doesn’t eat _ .",meat,potraviny-2-uroven,meat
390,I’ll have a bottle of _ .,cola,potraviny-2-uroven,cola
391,Are you hungry? Do you want some _ ?,food,potraviny-2-uroven,food
391,These cows give the best _ .,milk,potraviny-2-uroven,milk
391,One of the most popular alcoholic drinks is _ .,beer,potraviny-2-uroven,beer
391,Put it in the _ .,fridge,potraviny-2-uroven,fridge
392,Using too much _ is not healthy.,oil,potraviny-2-uroven,oil
392,You can eat your _ after you finish this.,dessert,potraviny-2-uroven,dessert
392,Look how thinly is this _ sliced.,ham,potraviny-2-uroven,ham
392,I’m thirsty. I need to _ some water.,drink,potraviny-2-uroven,drink
393,Don’t drink that _ yet. It’s hot.,tea,potraviny-2-uroven,tea
393,I’m not very hungry. I will just have a small _ .,snack,potraviny-2-uroven,snack
393,We bought a _ for our Christmas dinner.,carp,potraviny-2-uroven,carp
393,The children shouldn’t eat so much _ .,sugar,potraviny-2-uroven,sugar
394,I love the smell of fresh-baked _ .,bread,potraviny-2-uroven,bread
394,Do you want to drink some cool _ ?,lemonade,potraviny-2-uroven,lemonade
394,I made you a _ you can take to work.,sandwich,potraviny-2-uroven,sandwich
394,He doesn’t want sugar. Do you have _ instead?,honey,potraviny-2-uroven,honey
395,She is fat because she eats _ all the time.,chocolate,potraviny-2-uroven,chocolate
395,Children can’t drink _ .,wine,potraviny-2-uroven,wine
395,The _ was ready when I woke up.,breakfast,potraviny-2-uroven,breakfast
395,This drink is too _ to drink.,cold,potraviny-2-uroven,cold
396,"If you drink that _ , you won’t fall asleep.",coffee,potraviny-2-uroven,coffee
396,That _ smells really bad.,cheese,potraviny-2-uroven,cheese
396,Don’t put too much _ in it.,salt,potraviny-2-uroven,salt
396,I can buy some _ for breakfast.,cereals,potraviny-2-uroven,cereals
397,That _ is made from our tomatoes.,ketchup,potraviny-2-uroven,ketchup
397,Let’s have _ in the park!,picnic,potraviny-2-uroven,picnic
397,I usually eat _ in the morning.,yogurt,potraviny-2-uroven,yogurt
397,I don’t have enough money to have a _ .,steak,potraviny-2-uroven,steak
398,Thanks to my parents my _ was perfect.,childhood,rodina-lide-3-uroven,childhood
398,My mother suspects my father of having a _ .,mistress,rodina-lide-3-uroven,mistress
398,My cousin is my mother's _ .,niece,rodina-lide-3-uroven,niece
398,"I never feel alone, I have got a lot of _ .",relatives,rodina-lide-3-uroven,relatives
399,Her and her boyfriend are a lovely _ .,couple,rodina-lide-3-uroven,couple
399,Our surname is very rare because our _ didn't have many offspring.,ancestors,rodina-lide-3-uroven,ancestors
399,"My uncle isn't married, he's a _ .",bachelor,rodina-lide-3-uroven,bachelor
399,My mum got divorced so we live with my _ .,stepfather,rodina-lide-3-uroven,stepfather
400,My son's wife is my _ .,daughter-in-law,rodina-lide-3-uroven,widow
400,"I have to work in the evenings, so we need a _ to look after our daughter.",babysitter,rodina-lide-3-uroven,babysitter
400,The husband of our neighbour died so she is a _ .,widow,rodina-lide-3-uroven,daughter-in-law
400,We got engaged! This is my _ .,fiancé,rodina-lide-3-uroven,fiancé
401,"After my parents got divorced, my father married Anna, so she is my _ .",stepmother,rodina-lide-3-uroven,stepmother
401,How many _ have you got? A brother and a sister?,siblings,rodina-lide-3-uroven,siblings
401,"Have you got a _ ? If not, my friend Katka is single, I could introduce you.",girlfriend,rodina-lide-3-uroven,girlfriend
401,My aunt's son is my _ .,cousin,rodina-lide-3-uroven,cousin
402,You are very important for our family. Will you be our son's _ ?,godfather,rodina-lide-3-uroven,godfather
402,My father's mother is my _ .,grandmother,rodina-lide-3-uroven,grandmother
402,"My sister cannot talk yet, she is a _ .",toddler,rodina-lide-3-uroven,lover
402,My mother cheated on my father. She has had a _ for 2 years.,lover,rodina-lide-3-uroven,toddler
403,"My _ with my mother is really good, I love her.",relationship,rodina-lide-3-uroven,son-in-law
403,My daughter's husband is my _ .,son-in-law,rodina-lide-3-uroven,relationship
403,My mother doesn't understand the emotional problems of _ .,adolescents,rodina-lide-3-uroven,adolescents
403,My cousins had an unhappy _ because their parents had a car accident.,childhood,rodina-lide-3-uroven,childhood
404,My husband's sister is my _ .,sister-in-law,rodina-lide-3-uroven,offspring
404,Marek's sister came over on Saturday with all her _ .,offspring,rodina-lide-3-uroven,sister-in-law
404,"The two brothers are identical, I think they are _ .",twins,rodina-lide-3-uroven,twins
404,This is very _ behaviour. You should try to be more responsible.,juvenile,rodina-lide-3-uroven,juvenile
405,"My daughter has just had a child, he is my _ .",grandson,rodina-lide-3-uroven,grandson
405,I cannot sleep at nights because my _ is very loud.,roommate,rodina-lide-3-uroven,roommate
405,"Even though they had a large family, the king still had no son and _ .",heir,rodina-lide-3-uroven,heir
405,I promised the _ that we would be home by midnight so that she could go home.,babysitter,rodina-lide-3-uroven,babysitter
406,Is this girl your friend or your _ ?,relative,rodina-lide-3-uroven,daughter-in-law
406,My son's wife is my _ .,daughter-in-law,rodina-lide-3-uroven,relative
406,A _ is a boy who has got a godparent.,godson,rodina-lide-3-uroven,godson
406,My sister's son is my _ .,nephew,rodina-lide-3-uroven,nephew
407,What do you know about their _ ? Were they warriors?,ancestors,rodina-lide-3-uroven,ancestors
407,My mother's new husband is my _ .,stepfather,rodina-lide-3-uroven,stepfather
407,Whose child is this newborn _ ?,infant,rodina-lide-3-uroven,infant
407,A _ is an old person who receives a pension.,pensioner,rodina-lide-3-uroven,pensioner
408,An elderly _ live next door.,couple,rodina-lide-3-uroven,couple
408,My brother's daughter is my _ .,niece,rodina-lide-3-uroven,spouse
408,It was at the Honza's party that I first made his _ .,acquaintance,rodina-lide-3-uroven,acquaintance
408,My _ go to work every day.,spouse,rodina-lide-3-uroven,niece
409,Have you got a girlfriend or are you _ ?,single,rodina-lide-3-uroven,single
409,Have you got any _ or are you an only child?,siblings,rodina-lide-3-uroven,siblings
409,I became an _ when my parents died.,orphan,rodina-lide-3-uroven,orphan
409,They had a long and happy _ .,marriage,rodina-lide-3-uroven,marriage
410,"Her husband died 2 years ago, so she is a _ .",widow,rodina-lide-3-uroven,widow
410,"His name is Martin, but his friends use the _ Maugli.",nickname,rodina-lide-3-uroven,nickname
410,Being a grandmother is really nice. I am very proud of my _ .,grandchildren,rodina-lide-3-uroven,grandchildren
410,Thanks to the marriage of my mother with her new husband I got a new _ .,stepbrother,rodina-lide-3-uroven,stepbrother
411,My uncle's daughter is my _ .,cousin,rodina-lide-3-uroven,roommate
411,My husband's mother is my _ .,mother-in-law,rodina-lide-3-uroven,cousin
411,"She said yes! So, she is my _ now.",fiancée,rodina-lide-3-uroven,fiancée
411,I don't have enough money to pay for the room on my own. I need to find a _ .,roommate,rodina-lide-3-uroven,mother-in-law
412,They were friends before they became _ .,lovers,rodina-lide-2-uroven,lovers
412,My husband's brother is my _ .,brother-in-law,rodina-lide-2-uroven,twins
412,Being an _ means to be over 18 years old.,adult,rodina-lide-2-uroven,adult
412,The youngest girls are so close in age they look like _ .,twins,rodina-lide-2-uroven,brother-in-law
413,It is hot. I want to put on _ .,shorts,obleceni-1-uroven,shorts
413,Put on the _ . It's raining.,raincoat,obleceni-1-uroven,raincoat
413,It's cold. I will put on a _ .,cap,obleceni-1-uroven,cap
414,"Is she married? –Yes, she is. There is a _ on her finger.",ring,obleceni-1-uroven,ring
414,Let's go to the swimming pool. Put your _ on.,swimsuit,obleceni-1-uroven,swimsuit
414,Put the _ on your foot.,sock,obleceni-1-uroven,sock
415,"If you want to ride a bike, put a _ on.",helmet,obleceni-1-uroven,helmet
415,The pretty girl is wearing a red _ .,dress,obleceni-1-uroven,dress
415,I can't see anything. Where are my _ ?,glasses,obleceni-1-uroven,glasses
416,"I don't like wearing skirts, I prefer _ .",trousers,obleceni-1-uroven,sandals
416,Men never wear a _ .,bra,obleceni-1-uroven,bra
416,Put the _ on your feet.,sandals,obleceni-1-uroven,trousers
417,You look pretty. Is it a dress or a _ and a T-shirt?,skirt,obleceni-1-uroven,skirt
417,I'm wearing a _ because it's cold.,sweater,obleceni-1-uroven,sweater
417,"He's going to a wedding, so he is wearing a _ .",tie,obleceni-1-uroven,tie
418,It's cold outside. Put a _ on.,coat,obleceni-1-uroven,coat
418,"I'm going to the shop, so I need a _ .",bag,obleceni-1-uroven,bag
418,"I don't usually wear shirts, I prefer _ .",T-shirts,obleceni-1-uroven,T-shirts
419,In some school students wear _ .,uniforms,obleceni-1-uroven,uniforms
419,"Excuse me, what's the time? I don't have my _ .",watch,obleceni-1-uroven,watch
419,It's sunny. I will put a _ on my head.,cap,obleceni-1-uroven,cap
420,"You never wear skirts, you always wear _ .",jeans,obleceni-1-uroven,jeans
420,The man is very elegant. He always wears a suit and a _ .,hat,obleceni-1-uroven,hat
420,It's sunny. I will put sun _ on.,glasses,obleceni-1-uroven,glasses
421,Waiters usually wear a white _ .,shirt,obleceni-1-uroven,shirt
421,Rallye drivers wear a _ in their cars.,helmet,obleceni-1-uroven,helmet
421,Men usually don't wear _ .,skirts,obleceni-1-uroven,skirts
422,I love the _ you have got on your finger.,ring,obleceni-1-uroven,ring
422,Why are you wearing a _ ? It's not raining.,raincoat,obleceni-1-uroven,raincoat
422,Put your _ on. The floor is dirty.,shoes,obleceni-1-uroven,shoes
423,I love the _ on your wrist.,bracelet,obleceni-2-uroven,bracelet
423,Your blouse is very soft. Is it made from _ ?,silk,obleceni-2-uroven,wig
423,I always sleep in _ .,pyjamas,obleceni-2-uroven,silk
423,You have got nice hair. You don't have to wear a _ .,wig,obleceni-2-uroven,pyjamas
424,"I'm sorry, I can't pay for the lunch. I lost my _ .",wallet,obleceni-2-uroven,wallet
424,These trousers are too big. I need a _ .,belt,obleceni-2-uroven,belt
424,It's so cold. I will put my _ on.,gloves,obleceni-2-uroven,gloves
424,Will you wear a _ to the wedding?,suit,obleceni-2-uroven,suit
425,The _ are too long. You had better roll them up or you'll get them dirty.,sleeves,obleceni-2-uroven,tights
425,She is wearing a skirt and _ .,tights,obleceni-2-uroven,hood
425,It's raining. I'll put up my _ .,hood,obleceni-2-uroven,sleeves
426,I love your new _ jacket.,leather,obleceni-2-uroven,leather
426,I usually wear a dress and _ for a night out.,heels,obleceni-2-uroven,heels
426,"You shouldn't have your phone in your _ , someone could easily steal it.",pocket,obleceni-2-uroven,pocket
427,It's really cold. I will buy an _ .,overcoat,obleceni-2-uroven,overcoat
427,A _ is a shirt for a woman or girl.,blouse,obleceni-2-uroven,blouse
427,"Tie up your _ , Vašek.",shoelaces,obleceni-2-uroven,shoelaces
428, _ is a type of clothes that people wart under other clothes.,Underwear,obleceni-2-uroven,Underwear
428, _ are a type of underwear worn by women.,Panties,obleceni-2-uroven,Panties
428, _ are a type of shoes.,Boots,obleceni-2-uroven,Boots
429,"I felt a bit chilly, so I put on a _ .",jacket,obleceni-2-uroven,jacket
429,All the businessmen are wearing _ .,suits,obleceni-2-uroven,suits
429,She was wearing a blonde _ .,wig,obleceni-2-uroven,wig
429,"I don't like wearing skirts, I prefer _ .",pants,obleceni-2-uroven,pants
430,I love your _ . When did you have your ears pierced?,earrings,obleceni-2-uroven,earrings
430,"A thief tried to steal my _ , but I held it tight.",handbag,obleceni-2-uroven,handbag
430,It's a bit cold. I will put on a _ .,pullover,obleceni-2-uroven,pullover
431,"He has no hair, so he wears a _ instead.",wig,obleceni-2-uroven,wig
431,I have nothing to sleep in. I need a new pair of _ .,pyjamas,obleceni-2-uroven,pyjamas
431,I don't usually wear _ jeans to work.,denim,obleceni-2-uroven,denim
432,I don't wear sweaters because I don't like _ .,wool,obleceni-2-uroven,wool
432,I love your pearl _ .,necklace,obleceni-2-uroven,necklace
432,I usually wear _ when I clean the bathroom.,gloves,obleceni-2-uroven,gloves
432,I can't walk when I wear high _ .,heels,obleceni-2-uroven,heels
433, _ is a vegetable typical for Halloween.,Pumpkin,ovoce-zelenina-2-uroven,Pumpkin
433," _ is a fruit like orange, but it's less sweet.",Grapefruit,ovoce-zelenina-2-uroven,Grapefruit
433, _ is a plant with a white root that has a strong sharp taste.,Horseradish,ovoce-zelenina-2-uroven,Horseradish
433, _ is a fruit growing on a palm tree.,Coconut,ovoce-zelenina-2-uroven,Coconut
434,A _ is a fruit like a small orange.,tangerine,ovoce-zelenina-2-uroven,tangerine
434,We can use a _ as a snowman's nose.,carrot,ovoce-zelenina-2-uroven,kiwi
434,A _ is a green fruit with a brown skin.,kiwi,ovoce-zelenina-2-uroven,carrot
435,"A _ is a round fruit with sweet, juicy, yellow flesh, red and yellow skin.",peach,ovoce-zelenina-2-uroven,peach
435,Wine is made from _ .,grapes,ovoce-zelenina-2-uroven,grapes
435,A _ is a yellow fruit that has a sour juice.,lemon,ovoce-zelenina-2-uroven,lemon
435,Coffee is made from coffee _ .,beans,ovoce-zelenina-2-uroven,beans
436,We had chicken and mashed _ for lunch.,potatoes,ovoce-zelenina-2-uroven,potatoes
436,"A _ is a long, thin green vegetable",cucumber,ovoce-zelenina-2-uroven,pineapple
436,A _ is a very small dried bean.,lentil,ovoce-zelenina-2-uroven,cucumber
436,A _ is a big tropical fruit.,pineapple,ovoce-zelenina-2-uroven,lentil
437," _ is a plant with large, green leaves, usually eaten in salads.",Lettuce,ovoce-zelenina-2-uroven,Lettuce
437, _ is a type of herb used to add flavour to food.,Parsley,ovoce-zelenina-2-uroven,Parsley
437, _ milkshake is my favourite because I like its yellow colour.,Banana,ovoce-zelenina-2-uroven,Banana
438,An _ is a small orange fruit.,apricot,ovoce-zelenina-2-uroven,apricot
438,"A _ is a hard, pale brown, round bean.",chickpea,ovoce-zelenina-2-uroven,chickpea
438,"An _ is an oval, purple vegetable that is white inside.",eggplant,ovoce-zelenina-2-uroven,eggplant
438,I always cry when I'm chopping an _ .,onion,ovoce-zelenina-2-uroven,onion
439,"A _ is a small vegetable, usually dark pink and round, that grows underground and is usually eaten uncooked in salads.",radish,ovoce-zelenina-2-uroven,radish
439,I made _ soup.,spinach,ovoce-zelenina-2-uroven,watermelon
439,A _ is a large fruit that we often eat in summer.,watermelon,ovoce-zelenina-2-uroven,spinach
440, _ is a green vegetable.,Broccoli,ovoce-zelenina-2-uroven,Papaya
440, _ is a large oval tropical fruit with a yellow skin and sweet orange flesh.,Papaya,ovoce-zelenina-2-uroven,Broccoli
440," _ is a large, round vegetable with large green, white, or purple leaves.",Cabbage,ovoce-zelenina-2-uroven,Cabbage
441,"You should be careful with the _ , otherwise your clothes will be red.",beetroot,ovoce-zelenina-2-uroven,beetroot
441,"We don't have any fresh vegetables, only frozen _ .",peas,ovoce-zelenina-2-uroven,peas
441,"Fries can be made not only from potatoes, but also _ .",sweet potatoes,ovoce-zelenina-2-uroven,sweet potatoes
442,"We will have a barbecue on Saturday, we will make some meat, but also some vegetables, like _ .",zucchini,ovoce-zelenina-2-uroven,zucchini
442,"We will have salad for dinner, there is some lettuce, cucumber and tomatoes, so I will just add some _ and it will be ready.",pepper,ovoce-zelenina-2-uroven,pomegranate
442,A _ is a round fruit with a lot of seeds.,pomegranate,ovoce-zelenina-2-uroven,pepper
443,J. K. Rowling is a _ .,writer,zamestnani-1-uroven,writer
443,My mother works at school. She is a _ .,teacher,zamestnani-1-uroven,teacher
443,My dad's job is dangerous. He is a _ .,fireman,zamestnani-1-uroven,fireman
444,My father delivers letters every day. He is a _ .,postman,zamestnani-1-uroven,driver
444,My brother spends a lot of time in his car. He is a _ .,driver,zamestnani-1-uroven,postman
444,My mum works in a hospital. She is a _ .,doctor,zamestnani-1-uroven,doctor
445,My father can fly an airplane. He is a _ .,pilot,zamestnani-1-uroven,pilot
445,My sister works in a hospital. She is a _ .,nurse,zamestnani-1-uroven,nurse
445,My son works in a bank. He is a bank _ .,manager,zamestnani-1-uroven,manager
446,I can repair a car. I'm a car _ .,mechanic,zamestnani-1-uroven,mechanic
446,My _ can check your teeth.,dentist,zamestnani-1-uroven,dentist
446,Is Matouš Ruml your favourite _ ?,actor,zamestnani-1-uroven,actor
447,My _ uses a special shampoo.,hairdresser,zamestnani-1-uroven,hairdresser
447,She is a great ballet _ .,dancer,zamestnani-1-uroven,dancer
447,There is a _ in a black uniform.,policeman,zamestnani-1-uroven,policeman
448,Tell the _ I really liked the dinner.,cook,zamestnani-1-uroven,cook
448,My dad is a _ . He has got his own company.,businessman,zamestnani-1-uroven,businessman
448,I love all the pictures painted by this _ .,painter,zamestnani-1-uroven,painter
449, _ work in a laboratory.,Scientists,zamestnani-1-uroven,Scientists
449, _ are people who are in an army.,Soldiers,zamestnani-1-uroven,Soldiers
449, _ take care of their animals.,Farmers,zamestnani-1-uroven,Farmers
450, _ decide about the laws.,Politicians,zamestnani-2-uroven,Politicians
450, _ often sell vegetables.,Farmers,zamestnani-2-uroven,Farmers
450, _ fight in wars.,Soldiers,zamestnani-2-uroven,Soldiers
451,This _ takes really nice pictures.,photographer,zamestnani-1-uroven,photographer
451,The _ study biology.,biologists,zamestnani-1-uroven,biologists
451,My tooth aches. I should see a _ .,dentist,zamestnani-1-uroven,dentist
452,Is this a bus stop? I will ask the _ .,driver,zamestnani-1-uroven,driver
452,I am waiting for a letter. Where is the _ ?,postman,zamestnani-1-uroven,postman
452,There is a fire! Let's call the _ .,firefighters,zamestnani-1-uroven,firefighters
453,"The king needs a picture of himself, so he is looking for a _ .",painter,zamestnani-1-uroven,painter
453,There are only three _ in the film.,actors,zamestnani-1-uroven,actors
453,I'm ill. I need to see a _ .,doctor,zamestnani-1-uroven,doctor
454,The gymnast has got a personal _ .,trainer,zamestnani-1-uroven,trainer
454,I know the _ in this restaurant.,cook,zamestnani-1-uroven,cook
454,My uncle is a taxi _ .,driver,zamestnani-1-uroven,driver
455,My dad often meets the president. He is a _ .,politician,zamestnani-1-uroven,dancer
455,I love samba. I would like to be a _ .,dancer,zamestnani-1-uroven,politician
455,My friend is an _ . He paints beautiful pictures.,artist,zamestnani-1-uroven,artist
456,Karel Čapek was a Czech _ .,writer,zamestnani-1-uroven,writer
456,I work at school. I am a _ .,teacher,zamestnani-1-uroven,teacher
456,Vincent van Gogh is one of my favourite _ .,artists,zamestnani-1-uroven,artists
457,The _ helps the doctor.,nurse,zamestnani-1-uroven,nurse
457,I want to exercise more. I need a personal _ .,trainer,zamestnani-1-uroven,trainer
457,My hair is ugly. I need to go to the _ 's.,hairdresser,zamestnani-1-uroven,hairdresser
458,The _ had a nest on our chimney.,stork,zvirata-mix-3-uroven,lynx
458,Our sheep has just had a _ .,lamb,zvirata-mix-3-uroven,lamb
458,A _ is a wild animal of the cat family with pointed ears.,lynx,zvirata-mix-3-uroven,stork
458,A _ is a colourful bird.,parrot,zvirata-mix-3-uroven,parrot
459,"It's horrible, we have got _ in our house, do you know how to get rid of them?",cockroaches,zvirata-mix-3-uroven,centipedes
459,"Do you know that _ are large, black birds with a loud cry?",crows,zvirata-mix-3-uroven,cockroaches
459,"Wow, look, how many legs, do you think, the _ have got?",centipedes,zvirata-mix-3-uroven,hares
459,"Look, are these _ or rabbits?",hares,zvirata-mix-3-uroven,crows
460,The _ is a large bird that eats the flesh of dead animals.,vulture,zvirata-mix-3-uroven,ostrich
460,"Look, it has got a bread, it must be a _ .",billy goat,zvirata-mix-3-uroven,billy goat
460,Did you know that the _ is the fastest animal on two legs?,ostrich,zvirata-mix-3-uroven,vulture
460,Are you afraid of all snakes or just the _ ?,viper,zvirata-mix-3-uroven,viper
461,A _ is a white bird often used as a symbol of love.,dove,zvirata-mix-3-uroven,dove
461,A _ is a very large sea mammal.,whale,zvirata-mix-3-uroven,whale
461,The horse I rode was a _ .,mare,zvirata-mix-3-uroven,mare
461,I didn't like living in the countryside because the neighbour's _ woke me up every morning.,cock,zvirata-mix-3-uroven,cock
462,Can you hear it? It must be a _ ?,cuckoo,zvirata-mix-3-uroven,badger
462,This _ will develop into a beautiful butterfly.,caterpillar,zvirata-mix-3-uroven,snail
462,Did you know that the _ lives underground and comes out to feed at night?,badger,zvirata-mix-3-uroven,caterpillar
462,Have you ever eaten a _ ? The French eat them regularly.,snail,zvirata-mix-3-uroven,cuckoo
463,The _ is a bird that hunts at night.,owl,zvirata-mix-3-uroven,owl
463,It's interesting that the _ is a mammal but it can swim well.,otter,zvirata-mix-3-uroven,otter
463,A _ is a small insect that feeds on blood.,flea,zvirata-mix-3-uroven,flea
463,Our cow has just had a _ .,calf,zvirata-mix-3-uroven,calf
464,I don't know why _ often nests under my roof.,swallows,zvirata-mix-3-uroven,swallows
464,"The forest was full of insect, we saw, for example, _ .",beetles,zvirata-mix-3-uroven,beetles
464,Big cities are full of _ .,pigeons,zvirata-mix-3-uroven,pigeons
464,"When we sailed along the coast, we saw _ .",dolphins,zvirata-mix-3-uroven,dolphins
465,What's the difference between a crow and a _ ?,blackbird,zvirata-mix-3-uroven,blackbird
465,There was a huge bird. I think it was an _ .,eagle,zvirata-mix-3-uroven,eagle
465,I'm afraid of being bitten by a _ .,snake,zvirata-mix-3-uroven,snake
465,The _ is a tropical bird.,parrot,zvirata-mix-3-uroven,parrot
466, _ live in highly organized social groups.,Ants,zvirata-mix-2-uroven,Ants
466, _ die after they sting people.,Bees,zvirata-mix-2-uroven,Bees
466, _ are very intelligent animals.,Dolphins,zvirata-mix-2-uroven,Dolphins
466, _ are birds whose meat is often eaten.,Pheasants,zvirata-mix-2-uroven,Pheasants
467,The _ is a large white bird with very long legs that walks in water to find its food.,stork,zvirata-mix-3-uroven,raccoon
467,Our _ can't walk properly yet.,puppy,zvirata-mix-3-uroven,puppy
467,A _ is an animal that has got black rings on its long tail.,raccoon,zvirata-mix-3-uroven,stork
467,Marek got stung by a _ yesterday.,wasp,zvirata-mix-3-uroven,wasp
468,Why do _ come out after the rain?,snails,zvirata-mix-3-uroven,wolves
468,What kind of _ make nets?,spiders,zvirata-mix-3-uroven,spiders
468,I think _ have got the nicest tails.,peacocks,zvirata-mix-3-uroven,snails
468,Did you know that _ are the largest members of the dog family?,wolves,zvirata-mix-3-uroven,peacocks
469,How do you get rid of the _ nest?,wasp,zvirata-mix-3-uroven,wasp
469,Did you know that the spots of a _ are supposed to warn potential predators?,ladybird,zvirata-mix-3-uroven,antelope
469,The _ runs very fast thanks to its thin legs.,antelope,zvirata-mix-3-uroven,ladybird
469,An _ has got a trunk.,elephant,zvirata-mix-3-uroven,elephant
470,We will walk along the river and we will feed _ .,ducks,zvirata-mix-3-uroven,ducks
470,An interesting fact about _ is that they have stable personality types.,chimpanzees,zvirata-mix-3-uroven,hedgehogs
470,Pandas are mammals similar to _ that lives in forests in China.,bears,zvirata-mix-3-uroven,chimpanzees
470,We often draw _ with apples on their back.,hedgehogs,zvirata-mix-3-uroven,bears
471, _ spend some of their lives in the water and some of it on land.,Seals,zvirata-mix-3-uroven,Penguins
471, _ can be used as a symbol of peace.,Doves,zvirata-mix-3-uroven,Seals
471, _ are birds that don't fly.,Penguins,zvirata-mix-3-uroven,Bats
471, _ are small animals like mice with wings that fly.,Bats,zvirata-mix-3-uroven,Doves
472,"There was a red _ in our garden yesterday, is it dangerous?",fox,zvirata-mix-3-uroven,ladybird
472,"A _ is a small, red beetle.",ladybird,zvirata-mix-3-uroven,goose
472,"We've got four birds, three ducks and a _ .",goose,zvirata-mix-3-uroven,fleas
472,Is this a mouse or a _ ?,rat,zvirata-mix-3-uroven,rat
472,"Oh no, our dog has got _ .",fleas,zvirata-mix-3-uroven,fox
473,Our cat has just had _ .,kittens,zvirata-mix-2-uroven,rats
473,Did you know that _ live partly in the sea and partly on the land?,seals,zvirata-mix-2-uroven,kittens
473,I am afraid that we have got _ .,rats,zvirata-mix-2-uroven,seals
473,There were many _ on the flowers.,butterflies,zvirata-mix-2-uroven,butterflies
474,We saw a red _ in the forest.,fox,zvirata-mix-2-uroven,fox
474,We saw three _ at night.,hedgehogs,zvirata-mix-2-uroven,spiders
474,There must be some _ in my room because there was a web in the corner.,spiders,zvirata-mix-2-uroven,hedgehogs
474,The _ jumped into the water.,frogs,zvirata-mix-2-uroven,frogs
475,"When we were in France, we had _ for dinner.",snail,zvirata-mix-2-uroven,puppies
475,A _ is a snake.,viper,zvirata-mix-2-uroven,viper
475,The _ turns nectar into honey.,bee,zvirata-mix-2-uroven,snail
475,Our dog has just had _ .,puppies,zvirata-mix-2-uroven,bee
476,A _ is a red beetle that is round and has black spots,ladybird,zvirata-mix-2-uroven,ladybird
476,"There was a _ in the zoo, but I thought it was a hippopotamus.",rhinoceros,zvirata-mix-2-uroven,rhinoceros
476,The _ was eating a nut.,squirrel,zvirata-mix-2-uroven,wolf
476,A _ is similar to a dog.,wolf,zvirata-mix-2-uroven,squirrel
477,A _ is usually kept for its eggs.,hen,zvirata-mix-3-uroven,hen
477,A _ is a young horse.,colt,zvirata-mix-3-uroven,colt
477,There was a _ on the bank of the river.,beaver,zvirata-mix-3-uroven,beaver
477,What is the difference between a frog and a _ ?,toad,zvirata-mix-3-uroven,toad
478,A baby pig is called a _ .,piglet,zvirata-mix-2-uroven,piglet
478,We were in the forest and there was a big _ .,deer,zvirata-mix-2-uroven,deer
